60030 silly lifecycle defined@1.0.0~preinstall: no script for preinstall, continuing
66025 info lifecycle dottie@1.1.1~install: dottie@1.1.1
66026 silly lifecycle dottie@1.1.1~install: no script for install, continuing
66027 silly install duplexer@0.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/duplexer-2d350d40
66028 info lifecycle duplexer@0.1.1~install: duplexer@0.1.1
66029 silly lifecycle duplexer@0.1.1~install: no script for install, continuing
66030 silly install ee-first@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ee-first-461352b6
66031 info lifecycle ee-first@1.1.1~install: ee-first@1.1.1
66032 silly lifecycle ee-first@1.1.1~install: no script for install, continuing
66033 silly install emojis-list@2.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/emojis-list-c790ff97
66034 info lifecycle emojis-list@2.1.0~install: emojis-list@2.1.0
66035 silly lifecycle emojis-list@2.1.0~install: no script for install, continuing
66036 silly install encodeurl@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/encodeurl-55114c84
66037 info lifecycle encodeurl@1.0.1~install: encodeurl@1.0.1
66038 silly lifecycle encodeurl@1.0.1~install: no script for install, continuing
66039 silly install isarray@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isarray-35627b46
66040 info lifecycle isarray@0.0.1~install: isarray@0.0.1
66041 silly lifecycle isarray@0.0.1~install: no script for install, continuing
66042 silly install has-binary@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-binary-0576e95a
66043 info lifecycle has-binary@0.1.6~install: has-binary@0.1.6
66044 silly lifecycle has-binary@0.1.6~install: no script for install, continuing
66045 silly install memory-fs@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/memory-fs-dfae3b60
66046 info lifecycle memory-fs@0.2.0~install: memory-fs@0.2.0
66047 silly lifecycle memory-fs@0.2.0~install: no script for install, continuing
66048 silly install es6-promise@3.3.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/es6-promise-dcd15178
66049 info lifecycle es6-promise@3.3.1~install: es6-promise@3.3.1
66050 silly lifecycle es6-promise@3.3.1~install: no script for install, continuing
66051 silly install escape-html@1.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-html-06b80171
66052 info lifecycle escape-html@1.0.3~install: escape-html@1.0.3
66053 silly lifecycle escape-html@1.0.3~install: no script for install, continuing
66054 silly install escape-string-regexp@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-string-regexp-84f08062
66055 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
66056 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
66057 silly install esprima-fb@15001.1001.0-dev-harmony-fb /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/esprima-fb-5f07e583
66058 info lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: esprima-fb@15001.1001.0-dev-harmony-fb
66059 silly lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~install: no script for install, continuing
66060 silly install esutils@2.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/esutils-5d34072c
66061 info lifecycle esutils@2.0.2~install: esutils@2.0.2
66062 silly lifecycle esutils@2.0.2~install: no script for install, continuing
66063 silly install etag@1.7.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/etag-bc2f7523
66064 info lifecycle etag@1.7.0~install: etag@1.7.0
66065 silly lifecycle etag@1.7.0~install: no script for install, continuing
66066 silly install eventemitter3@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/eventemitter3-f59358ce
66067 info lifecycle eventemitter3@1.2.0~install: eventemitter3@1.2.0
66068 silly lifecycle eventemitter3@1.2.0~install: no script for install, continuing
66069 silly install events@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/events-ad6c464d
66070 info lifecycle events@1.1.1~install: events@1.1.1
66071 silly lifecycle events@1.1.1~install: no script for install, continuing
66072 silly install events-to-array@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/events-to-array-e701b0ab
66073 info lifecycle events-to-array@1.0.2~install: events-to-array@1.0.2
66074 silly lifecycle events-to-array@1.0.2~install: no script for install, continuing
66075 silly install extend@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extend-0c340002
66076 info lifecycle extend@3.0.0~install: extend@3.0.0
66077 silly lifecycle extend@3.0.0~install: no script for install, continuing
66078 silly install extsprintf@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extsprintf-e67063aa
66079 info lifecycle extsprintf@1.0.2~install: extsprintf@1.0.2
66080 silly lifecycle extsprintf@1.0.2~install: no script for install, continuing
66081 silly install filename-regex@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filename-regex-0b19b159
66082 info lifecycle filename-regex@2.0.0~install: filename-regex@2.0.0
66083 silly lifecycle filename-regex@2.0.0~install: no script for install, continuing
66084 silly install inherits@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/inherits-6aa518b7
66085 info lifecycle inherits@1.0.0~install: inherits@1.0.0
66086 silly lifecycle inherits@1.0.0~install: no script for install, continuing
66087 silly install filereader-stream@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filereader-stream-bc72512b
66088 info lifecycle filereader-stream@0.2.0~install: filereader-stream@0.2.0
66089 silly lifecycle filereader-stream@0.2.0~install: no script for install, continuing
66090 silly install filesize@3.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filesize-a0424238
66091 info lifecycle filesize@3.3.0~install: filesize@3.3.0
66092 silly lifecycle filesize@3.3.0~install: no script for install, continuing
66093 silly install async@0.2.10 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/async-ac02dc99
66094 info lifecycle async@0.2.10~install: async@0.2.10
66095 silly lifecycle async@0.2.10~install: no script for install, continuing
66096 silly install minimatch@3.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimatch-3ca14faf
66097 info lifecycle minimatch@3.0.3~install: minimatch@3.0.3
66098 silly lifecycle minimatch@3.0.3~install: no script for install, continuing
66099 silly install for-in@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/for-in-b45e22fc
66100 info lifecycle for-in@0.1.6~install: for-in@0.1.6
66101 silly lifecycle for-in@0.1.6~install: no script for install, continuing
66102 silly install for-own@0.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/for-own-a2aa8301
66103 info lifecycle for-own@0.1.4~install: for-own@0.1.4
66104 silly lifecycle for-own@0.1.4~install: no script for install, continuing
66105 silly install forever-agent@0.6.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forever-agent-18b72510
66106 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
66107 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
66108 silly install forwarded@0.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forwarded-9cbc87a0
66109 info lifecycle forwarded@0.1.0~install: forwarded@0.1.0
66110 silly lifecycle forwarded@0.1.0~install: no script for install, continuing
66111 silly install fresh@0.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fresh-e008879e
66112 info lifecycle fresh@0.3.0~install: fresh@0.3.0
66113 silly lifecycle fresh@0.3.0~install: no script for install, continuing
66114 silly install from@0.1.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/from-0d903b90
66115 info lifecycle from@0.1.3~install: from@0.1.3
66116 silly lifecycle from@0.1.3~install: no script for install, continuing
66117 silly install fs-readdir-recursive@0.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs-readdir-recursive-ab81b5a7
66118 info lifecycle fs-readdir-recursive@0.1.2~install: fs-readdir-recursive@0.1.2
66119 silly lifecycle fs-readdir-recursive@0.1.2~install: no script for install, continuing
66120 silly install fs.realpath@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs.realpath-f58cf6b9
66121 info lifecycle fs.realpath@1.0.0~install: fs.realpath@1.0.0
66122 silly lifecycle fs.realpath@1.0.0~install: no script for install, continuing
66123 silly install abbrev@1.0.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/abbrev-dc8b29f4
66124 info lifecycle abbrev@1.0.9~install: abbrev@1.0.9
66125 silly lifecycle abbrev@1.0.9~install: no script for install, continuing
66126 silly install ansi-regex@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ansi-regex-b8c622bc
66127 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
66128 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
66129 silly install ansi-styles@2.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ansi-styles-99058be0
66130 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
66131 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
66132 silly install aproba@1.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aproba-fe7f5f23
66133 info lifecycle aproba@1.0.4~install: aproba@1.0.4
66134 silly lifecycle aproba@1.0.4~install: no script for install, continuing
66135 silly install asn1@0.2.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/asn1-fa09aeb2
66136 info lifecycle asn1@0.2.3~install: asn1@0.2.3
66137 silly lifecycle asn1@0.2.3~install: no script for install, continuing
66138 silly install assert-plus@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-d7689bdb
66139 info lifecycle assert-plus@0.2.0~install: assert-plus@0.2.0
66140 silly lifecycle assert-plus@0.2.0~install: no script for install, continuing
66141 silly install async@1.5.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/async-42658d7a
66142 info lifecycle async@1.5.2~install: async@1.5.2
66143 silly lifecycle async@1.5.2~install: no script for install, continuing
66144 silly install aws-sign2@0.6.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aws-sign2-7b992e4f
66145 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
66146 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
66147 silly install aws4@1.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aws4-47fab040
66148 info lifecycle aws4@1.4.1~install: aws4@1.4.1
66149 silly lifecycle aws4@1.4.1~install: no script for install, continuing
66150 silly install balanced-match@0.4.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/balanced-match-4de2fb88
66151 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
66152 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
66153 silly install buffer-shims@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/buffer-shims-5ae8d2f7
66154 info lifecycle buffer-shims@1.0.0~install: buffer-shims@1.0.0
66155 silly lifecycle buffer-shims@1.0.0~install: no script for install, continuing
66156 silly install caseless@0.11.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/caseless-0745a997
66157 info lifecycle caseless@0.11.0~install: caseless@0.11.0
66158 silly lifecycle caseless@0.11.0~install: no script for install, continuing
66159 silly install concat-map@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/concat-map-dbb88558
66160 info lifecycle concat-map@0.0.1~install: concat-map@0.0.1
66161 silly lifecycle concat-map@0.0.1~install: no script for install, continuing
66162 silly install brace-expansion@1.1.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/brace-expansion-cb13a1b4
66163 info lifecycle brace-expansion@1.1.5~install: brace-expansion@1.1.5
66164 silly lifecycle brace-expansion@1.1.5~install: no script for install, continuing
66165 silly install console-control-strings@1.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/console-control-strings-71e4bb13
66166 info lifecycle console-control-strings@1.1.0~install: console-control-strings@1.1.0
66167 silly lifecycle console-control-strings@1.1.0~install: no script for install, continuing
66168 silly install core-util-is@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/core-util-is-04c7b161
66169 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
66170 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
66171 silly install assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-082e1a4d
66172 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
66173 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
66174 silly install dashdash@1.14.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/dashdash-06842855
66175 info lifecycle dashdash@1.14.0~install: dashdash@1.14.0
66176 silly lifecycle dashdash@1.14.0~install: no script for install, continuing
66177 silly install deep-extend@0.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-extend-05d909e2
66178 info lifecycle deep-extend@0.4.1~install: deep-extend@0.4.1
66179 silly lifecycle deep-extend@0.4.1~install: no script for install, continuing
66180 silly install delayed-stream@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delayed-stream-e8584a04
66181 info lifecycle delayed-stream@1.0.0~install: delayed-stream@1.0.0
66182 silly lifecycle delayed-stream@1.0.0~install: no script for install, continuing
66183 silly install combined-stream@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/combined-stream-138049f4
66184 info lifecycle combined-stream@1.0.5~install: combined-stream@1.0.5
66185 silly lifecycle combined-stream@1.0.5~install: no script for install, continuing
66186 silly install delegates@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delegates-dae93fe6
66187 info lifecycle delegates@1.0.0~install: delegates@1.0.0
66188 silly lifecycle delegates@1.0.0~install: no script for install, continuing
66189 silly install escape-string-regexp@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-string-regexp-b3aebdba
66190 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
66191 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
66192 silly install extend@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extend-209fcf2f
66193 info lifecycle extend@3.0.0~install: extend@3.0.0
66194 silly lifecycle extend@3.0.0~install: no script for install, continuing
66195 silly install extsprintf@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extsprintf-9475b9b4
66196 info lifecycle extsprintf@1.0.2~install: extsprintf@1.0.2
66197 silly lifecycle extsprintf@1.0.2~install: no script for install, continuing
66198 silly install forever-agent@0.6.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forever-agent-9a4ce6c0
66199 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
66200 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
66201 silly install fs.realpath@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs.realpath-967298ef
66202 info lifecycle fs.realpath@1.0.0~install: fs.realpath@1.0.0
66203 silly lifecycle fs.realpath@1.0.0~install: no script for install, continuing
66204 silly install generate-function@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generate-function-403fe58c
66205 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
66206 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
66207 silly install assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-4a1732b0
66208 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
66209 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
66210 silly install getpass@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/getpass-c0d5f8b0
66211 info lifecycle getpass@0.1.6~install: getpass@0.1.6
66212 silly lifecycle getpass@0.1.6~install: no script for install, continuing
66213 silly install graceful-fs@4.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-fs-3baa2710
66214 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
66215 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
66216 silly install graceful-readlink@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-readlink-b1c4714b
66217 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
66218 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
66219 silly install commander@2.9.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/commander-2a759298
66220 info lifecycle commander@2.9.0~install: commander@2.9.0
66221 silly lifecycle commander@2.9.0~install: no script for install, continuing
66222 silly install has-ansi@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-ansi-7a3bbce7
66223 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
66224 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
66225 silly install has-color@0.1.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-color-ba1fba11
66226 info lifecycle has-color@0.1.7~install: has-color@0.1.7
66227 silly lifecycle has-color@0.1.7~install: no script for install, continuing
66228 silly install has-unicode@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-unicode-1fd2616b
66229 info lifecycle has-unicode@2.0.1~install: has-unicode@2.0.1
66230 silly lifecycle has-unicode@2.0.1~install: no script for install, continuing
66231 silly install hoek@2.16.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/hoek-637dfce6
66232 info lifecycle hoek@2.16.3~install: hoek@2.16.3
66233 silly lifecycle hoek@2.16.3~install: no script for install, continuing
66234 silly install boom@2.10.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/boom-628b7bdd
66235 info lifecycle boom@2.10.1~install: boom@2.10.1
66236 silly lifecycle boom@2.10.1~install: no script for install, continuing
66237 silly install cryptiles@2.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/cryptiles-ff4961ea
66238 info lifecycle cryptiles@2.0.5~install: cryptiles@2.0.5
66239 silly lifecycle cryptiles@2.0.5~install: no script for install, continuing
66240 silly install inherits@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/inherits-7d25704b
66241 info lifecycle inherits@2.0.1~install: inherits@2.0.1
66242 silly lifecycle inherits@2.0.1~install: no script for install, continuing
66243 silly install block-stream@0.0.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/block-stream-07b1f917
66244 info lifecycle block-stream@0.0.9~install: block-stream@0.0.9
66245 silly lifecycle block-stream@0.0.9~install: no script for install, continuing
66246 silly install ini@1.3.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ini-59de3b5c
66247 info lifecycle ini@1.3.4~install: ini@1.3.4
66248 silly lifecycle ini@1.3.4~install: no script for install, continuing
66249 silly install is-property@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-property-e9f0af82
66250 info lifecycle is-property@1.0.2~install: is-property@1.0.2
66251 silly lifecycle is-property@1.0.2~install: no script for install, continuing
66252 silly install generate-object-property@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generate-object-property-b0364d51
66253 info lifecycle generate-object-property@1.2.0~install: generate-object-property@1.2.0
66254 silly lifecycle generate-object-property@1.2.0~install: no script for install, continuing
66255 silly install is-typedarray@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-typedarray-c9223b4e
66256 info lifecycle is-typedarray@1.0.0~install: is-typedarray@1.0.0
66257 silly lifecycle is-typedarray@1.0.0~install: no script for install, continuing
66258 silly install isarray@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isarray-b6fd5f1f
66259 info lifecycle isarray@1.0.0~install: isarray@1.0.0
66260 silly lifecycle isarray@1.0.0~install: no script for install, continuing
66261 silly install isstream@0.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isstream-13378bbf
66262 info lifecycle isstream@0.1.2~install: isstream@0.1.2
66263 silly lifecycle isstream@0.1.2~install: no script for install, continuing
66264 silly install jsbn@0.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jsbn-081ed4cf
66265 info lifecycle jsbn@0.1.0~install: jsbn@0.1.0
66266 silly lifecycle jsbn@0.1.0~install: no script for install, continuing
66267 silly install ecc-jsbn@0.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ecc-jsbn-5b21f4a9
66268 info lifecycle ecc-jsbn@0.1.1~install: ecc-jsbn@0.1.1
66269 silly lifecycle ecc-jsbn@0.1.1~install: no script for install, continuing
66270 silly install jodid25519@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jodid25519-7c6abc19
66271 info lifecycle jodid25519@1.0.2~install: jodid25519@1.0.2
66272 silly lifecycle jodid25519@1.0.2~install: no script for install, continuing
66273 silly install json-schema@0.2.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/json-schema-cad9f713
66274 info lifecycle json-schema@0.2.2~install: json-schema@0.2.2
66275 silly lifecycle json-schema@0.2.2~install: no script for install, continuing
66276 silly install json-stringify-safe@5.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/json-stringify-safe-a7c2339a
66277 info lifecycle json-stringify-safe@5.0.1~install: json-stringify-safe@5.0.1
66278 silly lifecycle json-stringify-safe@5.0.1~install: no script for install, continuing
66279 silly install jsonpointer@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jsonpointer-8bdf8ca6
66280 info lifecycle jsonpointer@2.0.0~install: jsonpointer@2.0.0
66281 silly lifecycle jsonpointer@2.0.0~install: no script for install, continuing
66282 silly install mime-db@1.23.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mime-db-8c4eb337
66283 info lifecycle mime-db@1.23.0~install: mime-db@1.23.0
66284 silly lifecycle mime-db@1.23.0~install: no script for install, continuing
66285 silly install mime-types@2.1.11 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mime-types-d837bfe3
66286 info lifecycle mime-types@2.1.11~install: mime-types@2.1.11
66287 silly lifecycle mime-types@2.1.11~install: no script for install, continuing
66288 silly install form-data@1.0.0-rc4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/form-data-2056a34d
66289 info lifecycle form-data@1.0.0-rc4~install: form-data@1.0.0-rc4
66290 silly lifecycle form-data@1.0.0-rc4~install: no script for install, continuing
66291 silly install minimatch@3.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimatch-1df59474
66292 info lifecycle minimatch@3.0.2~install: minimatch@3.0.2
66293 silly lifecycle minimatch@3.0.2~install: no script for install, continuing
66294 silly install minimist@0.0.8 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimist-ef30e11a
66295 info lifecycle minimist@0.0.8~install: minimist@0.0.8
66296 silly lifecycle minimist@0.0.8~install: no script for install, continuing
66297 silly install mkdirp@0.5.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mkdirp-a9ec2292
66298 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
66299 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
66300 silly install ms@0.7.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ms-4ef08a73
66301 info lifecycle ms@0.7.1~install: ms@0.7.1
66302 silly lifecycle ms@0.7.1~install: no script for install, continuing
66303 silly install debug@2.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/debug-0d2b4a0f
66304 info lifecycle debug@2.2.0~install: debug@2.2.0
66305 silly lifecycle debug@2.2.0~install: no script for install, continuing
66306 silly install node-uuid@1.4.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/node-uuid-2ffa964c
66307 info lifecycle node-uuid@1.4.7~install: node-uuid@1.4.7
66308 silly lifecycle node-uuid@1.4.7~install: no script for install, continuing
66309 silly install nopt@3.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/nopt-e2efbd1e
66310 info lifecycle nopt@3.0.6~install: nopt@3.0.6
66311 silly lifecycle nopt@3.0.6~install: no script for install, continuing
66312 silly install number-is-nan@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/number-is-nan-023bc133
66313 info lifecycle number-is-nan@1.0.0~install: number-is-nan@1.0.0
66314 silly lifecycle number-is-nan@1.0.0~install: no script for install, continuing
66315 silly install code-point-at@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/code-point-at-696071dd
66316 info lifecycle code-point-at@1.0.0~install: code-point-at@1.0.0
66317 silly lifecycle code-point-at@1.0.0~install: no script for install, continuing
66318 silly install is-fullwidth-code-point@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-fullwidth-code-point-9269fdee
66319 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
66320 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
66321 silly install oauth-sign@0.8.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/oauth-sign-43ec60e4
66322 info lifecycle oauth-sign@0.8.2~install: oauth-sign@0.8.2
66323 silly lifecycle oauth-sign@0.8.2~install: no script for install, continuing
66324 silly install object-assign@4.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/object-assign-81910444
66325 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
66326 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
66327 silly install path-is-absolute@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/path-is-absolute-eb16ff13
66328 info lifecycle path-is-absolute@1.0.0~install: path-is-absolute@1.0.0
66329 silly lifecycle path-is-absolute@1.0.0~install: no script for install, continuing
66330 silly install pinkie@2.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/pinkie-de21c538
66331 info lifecycle pinkie@2.0.4~install: pinkie@2.0.4
66332 silly lifecycle pinkie@2.0.4~install: no script for install, continuing
66333 silly install pinkie-promise@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/pinkie-promise-46a6a789
66334 info lifecycle pinkie-promise@2.0.1~install: pinkie-promise@2.0.1
66335 silly lifecycle pinkie-promise@2.0.1~install: no script for install, continuing
66336 silly install process-nextick-args@1.0.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/process-nextick-args-8ea1f170
66337 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
66338 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
66339 silly install qs@6.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/qs-d0978430
66340 info lifecycle qs@6.2.0~install: qs@6.2.0
66341 silly lifecycle qs@6.2.0~install: no script for install, continuing
66342 silly install minimist@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimist-8e8f1ca3
66343 info lifecycle minimist@1.2.0~install: minimist@1.2.0
